"Tectonic UNIT" "Area" "Subarea" "Strike of Si" "Mineral" "Type"
"1034" "ALPUJARRIDES-C" "Almunecar" "L" 137 "Grt" "core/simple"
"1035" "ALPUJARRIDES-C" "Almunecar" "L" 105 "Grt" "core/simple"
"1036" "ALPUJARRIDES-C" "Almunecar" "L" 128 "Grt" "core/simple"
"1037" "ALPUJARRIDES-C" "Almunecar" "L" 115 "Grt" "core/simple"
"1038" "ALPUJARRIDES-C" "Almunecar" "L" 105 "Grt" "core/simple"
"1039" "ALPUJARRIDES-C" "Almunecar" "L" 98 "Grt" "core/simple"
"1040" "ALPUJARRIDES-C" "Almunecar" "L" 101 "Grt" "core/simple"
"1041" "ALPUJARRIDES-C" "Almunecar" "L" 123 "Grt" "core/simple"
"1042" "ALPUJARRIDES-C" "Almunecar" "L" 107 "Grt" "core/simple"
"1043" "ALPUJARRIDES-C" "Almunecar" "L" 119 "Grt" "core/simple"
"1044" "ALPUJARRIDES-C" "Almunecar" "L" 139 "Grt" "core/simple"
"1045" "ALPUJARRIDES-C" "Almunecar" "L" 117 "Grt" "core/simple"
"1046" "ALPUJARRIDES-C" "Almunecar" "L" 122 "Grt" "core/simple"
"1047" "ALPUJARRIDES-C" "Almunecar" "L" 127 "Grt" "core/simple"
"1048" "ALPUJARRIDES-C" "Almunecar" "L" 114 "Grt" "core/simple"
"1049" "ALPUJARRIDES-C" "Almunecar" "L" 111 "Grt" "core/simple"
"1050" "ALPUJARRIDES-C" "Torrox" "M" 131 "Grt" "core/simple"
"1051" "ALPUJARRIDES-C" "Torrox" "M" 163 "Grt" "core/simple"
"1052" "ALPUJARRIDES-C" "Torrox" "M" 89 "Grt" "core/simple"
"1053" "ALPUJARRIDES-C" "Torrox" "M" 12 "Grt" "core/simple"
"1054" "ALPUJARRIDES-C" "Torrox" "M" 9 "Grt" "core/simple"
"1055" "ALPUJARRIDES-C" "Torrox" "M" 160 "Grt" "core/simple"
"1056" "ALPUJARRIDES-C" "Torrox" "M" 164 "Grt" "core/simple"
"1057" "ALPUJARRIDES-C" "Torrox" "M" 170 "Grt" "core/simple"
"1058" "ALPUJARRIDES-C" "Torrox" "M" 162 "Grt" "core/simple"
"1059" "ALPUJARRIDES-C" "Torrox" "M" 157 "Grt" "core/simple"
"1060" "ALPUJARRIDES-C" "Torrox" "M" 126 "Grt" "core/simple"
"1061" "ALPUJARRIDES-C" "Torrox" "M" 65 "Grt" "core/simple"
"1062" "ALPUJARRIDES-C" "Torrox" "M" 170 "Grt" "core/simple"
"1063" "ALPUJARRIDES-C" "Torrox" "M" 145 "Grt" "core/simple"
"1064" "ALPUJARRIDES-C" "Torrox" "M" 163 "Grt" "core/simple"
"1065" "ALPUJARRIDES-C" "Torrox" "M" 155 "Grt" "core/simple"
"1066" "ALPUJARRIDES-C" "Torrox" "M" 171 "Grt" "core/simple"
"1067" "ALPUJARRIDES-C" "Torrox" "M" 164 "Grt" "core/simple"
"1068" "ALPUJARRIDES-C" "Torrox" "M" 161 "Grt" "core/simple"
"1069" "ALPUJARRIDES-C" "Torrox" "M" 151 "Grt" "core/simple"
"1070" "ALPUJARRIDES-C" "Torrox" "M" 161 "Grt" "core/simple"
"1071" "ALPUJARRIDES-C" "Torrox" "M" 159 "Grt" "core/simple"
"1072" "ALPUJARRIDES-C" "Torrox" "M" 171 "Grt" "core/simple"
"1073" "ALPUJARRIDES-C" "Torrox" "M" 145 "Grt" "core/simple"
"1074" "ALPUJARRIDES-C" "Torrox" "M" 16 "Grt" "core/simple"
"1075" "MULHACEN" "Sierra de Baza" "F" 0 "Grt" "core/simple"
"1076" "MULHACEN" "Sierra de Baza" "F" 117 "Grt" "Truncation"
"1077" "MULHACEN" "Sierra de Baza" "F" 165 "Grt" "Truncation"
"1078" "MULHACEN" "Sierra de Baza" "F" 164 "Grt" "Truncation"
"1079" "MULHACEN" "Sierra de Baza" "F" 89 "Grt" "core/simple"
"1080" "MULHACEN" "Sierra de Baza" "F" 132 "Grt" "Truncation"
"1081" "MULHACEN" "Sierra de Baza" "F" 70 "Grt" "core/simple"
"1082" "MULHACEN" "Sierra de Baza" "F" 84 "Grt" "core/simple"
"1083" "MULHACEN" "Sierra de Baza" "F" 7 "Grt" "Truncation"
"1084" "MULHACEN" "Sierra de Baza" "F" 95 "Grt" "core/simple"
"1085" "MULHACEN" "Sierra de Baza" "F" 135 "Grt" "Truncation"
"1086" "MULHACEN" "Sierra de Baza" "F" 96 "Grt" "Truncation"
"1087" "MULHACEN" "Sierra de Baza" "F" 56 "Grt" "Truncation"
"1088" "MULHACEN" "Sierra de Baza" "F" 146 "Grt" "core/simple"
"1089" "MULHACEN" "Sierra de Baza" "F" 107 "Grt" "Truncation"
"1090" "MULHACEN" "Sierra de Baza" "F" 94 "Grt" "Truncation"
"1091" "MULHACEN" "Sierra de Baza" "F" 156 "Grt" "core/simple"
"1092" "MULHACEN" "Sierra de Baza" "F" 125 "Grt" "Truncation"
"1093" "MULHACEN" "Sierra de Baza" "F" 18 "Grt" "core/simple"
"1094" "MULHACEN" "Sierra de Baza" "F" 130 "Grt" "Truncation"
"1095" "MULHACEN" "Sierra de Baza" "F" 9 "Grt" "core/simple"
"1096" "MULHACEN" "Sierra de Baza" "F" 138 "Grt" "core/simple"
"1097" "MULHACEN" "Sierra de Baza" "F" 108 "Grt" "Truncation"
"1098" "MULHACEN" "Sierra de Baza" "F" 1 "Grt" "core/simple"
"1099" "MULHACEN" "Sierra de Baza" "F" 102 "Grt" "core/simple"
"1100" "MULHACEN" "Sierra de Baza" "F" 124 "Grt" "Truncation"
"1101" "MULHACEN" "Sierra de Baza" "F" 39 "Grt" "core/simple"
"1102" "MULHACEN" "Sierra de Baza" "F" 104 "Grt" "Truncation"
"1103" "MULHACEN" "Sierra de Baza" "F" 71 "Grt" "Truncation"
"1104" "MULHACEN" "Sierra de Baza" "F" 152 "Grt" "core/simple"
"1105" "MULHACEN" "Sierra de Baza" "F" 138 "Grt" "Truncation"
"1106" "MULHACEN" "Sierra de Baza" "F" 174 "Grt" "core/simple"
"1107" "MULHACEN" "Sierra de Baza" "F" 139 "Grt" "Truncation"
"1108" "MULHACEN" "Sierra de Baza" "F" 55 "Grt" "core/simple"
"1109" "MULHACEN" "Sierra de Baza" "F" 5 "Grt" "core/simple"
"1110" "MULHACEN" "Sierra de Baza" "F" 70 "Grt" "Truncation"
"1111" "MULHACEN" "Sierra de Baza" "F" 130 "Grt" "core/simple"
"1112" "MULHACEN" "Sierra de Baza" "F" 174 "Grt" "Truncation"
"1113" "MULHACEN" "Sierra de Baza" "F" 110 "Grt" "core/simple"
"1114" "MULHACEN" "Sierra de Baza" "F" 165 "Grt" "Truncation"
"1115" "MULHACEN" "Sierra de Baza" "F" 121 "Grt" "Truncation"
"1116" "MULHACEN" "Sierra de Baza" "F" 66 "Grt" "Truncation"
"1117" "MULHACEN" "Sierra de Baza" "F" 30 "Grt" "core/simple"
"1118" "MULHACEN" "Sierra de Baza" "F" 43 "Grt" "Truncation"
"1119" "MULHACEN" "Sierra de Baza" "F" 151 "Grt" "core/simple"
"1120" "MULHACEN" "Sierra de Baza" "F" 150 "Grt" "Truncation"
"1121" "MULHACEN" "Sierra de Baza" "F" 83 "Grt" "Truncation"
"1122" "MULHACEN" "Sierra de Baza" "F" 153 "Grt" "Truncation"
"1123" "MULHACEN" "Sierra de Baza" "F" 56 "Grt" "core/simple"
"1124" "MULHACEN" "Sierra de Baza" "F" 87 "Grt" "Truncation"
"1125" "MULHACEN" "Sierra de Baza" "F" 165 "Grt" "core/simple"
"1126" "MULHACEN" "Sierra de Baza" "F" 165 "Grt" "core/simple"
"1127" "MULHACEN" "Sierra de Baza" "F" 14 "Grt" "core/simple"
"1128" "MULHACEN" "Sierra de Baza" "F" 104 "Grt" "core/simple"
"1129" "MULHACEN" "Sierra de Baza" "F" 139 "Grt" "core/simple"
"1130" "MULHACEN" "Sierra de Baza" "F" 77 "Grt" "core/simple"
"1131" "MULHACEN" "Sierra de Baza" "F" 40 "Grt" "core/simple"
"1132" "MULHACEN" "Sierra de Baza" "F" 62 "Grt" "core/simple"
"1133" "MULHACEN" "Sierra de Baza" "F" 115 "Grt" "core/simple"
"1134" "MULHACEN" "Sierra de Baza" "F" 114 "Grt" "core/simple"
"1135" "MULHACEN" "Sierra de Baza" "F" 21 "Grt" "core/simple"
"1136" "MULHACEN" "Sierra de Baza" "F" 58 "Grt" "core/simple"
"1137" "MULHACEN" "Sierra de Baza" "F" 156 "Grt" "core/simple"
"1138" "MULHACEN" "Sierra de Baza" "F" 45 "Grt" "core/simple"
"1139" "MULHACEN" "Sierra de Baza" "F" 46 "Grt" "core/simple"
"1140" "MULHACEN" "Sierra de Baza" "F" 148 "Grt" "core/simple"
"1141" "MULHACEN" "Sierra de Baza" "F" 25 "Grt" "core/simple"
"1142" "MULHACEN" "Sierra de Baza" "F" 141 "Grt" "core/simple"
"1143" "MULHACEN" "Sierra de Baza" "F" 68 "Grt" "core/simple"
"1144" "MULHACEN" "Sierra de Baza" "F" 74 "Grt" "core/simple"
"1145" "MULHACEN" "Sierra de Baza" "F" 43 "Grt" "core/simple"
"1146" "MULHACEN" "Sierra de Baza" "F" 100 "Grt" "core/simple"
"1147" "MULHACEN" "Sierra de Baza" "F" 177 "Grt" "core/simple"
"1148" "MULHACEN" "Sierra de Baza" "F" 176 "Grt" "core/simple"
"1149" "MULHACEN" "Sierra de Baza" "F" 84 "Grt" "core/simple"
"1150" "MULHACEN" "Sierra de Baza" "F" 130 "Grt" "core/simple"
"1151" "MULHACEN" "Sierra de Baza" "F" 75 "Grt" "core/simple"
"1152" "MULHACEN" "Sierra de Baza" "F" 47 "Grt" "core/simple"
"1153" "MULHACEN" "Sierra de Baza" "F" 138 "Grt" "core/simple"
"1154" "MULHACEN" "Sierra de Baza" "F" 153 "Grt" "core/simple"
"1155" "MULHACEN" "Sierra de Baza" "F" 109 "Grt" "core/simple"
"1156" "MULHACEN" "Sierra de Baza" "F" 34 "Grt" "core/simple"
"1157" "MULHACEN" "Sierra de Baza" "F" 110 "Grt" "core/simple"
"1158" "MULHACEN" "Sierra de Baza" "F" 51 "Grt" "core/simple"
"1159" "MULHACEN" "Sierra de Baza" "F" 137 "Grt" "core/simple"
"1160" "MULHACEN" "Sierra de Baza" "F" 85 "Grt" "core/simple"
"1161" "MULHACEN" "Sierra de Baza" "F" 138 "Grt" "core/simple"
"1162" "MULHACEN" "Sierra de Baza" "F" 63 "Grt" "core/simple"
"1163" "MULHACEN" "Sierra de Baza" "F" 115 "Grt" "core/simple"
"1164" "MULHACEN" "Sierra de Baza" "F" 149 "Grt" "core/simple"
"1165" "MULHACEN" "Sierra de Baza" "F" 154 "Grt" "core/simple"
"1166" "MULHACEN" "Sierra de Baza" "F" 130 "Grt" "core/simple"
"1167" "MULHACEN" "Sierra de Baza" "F" 77 "Grt" "core/simple"
"1168" "MULHACEN" "Sierra de Baza" "F" 102 "Grt" "core/simple"
"1169" "MULHACEN" "Sierra de Baza" "F" 119 "Grt" "core/simple"
"1170" "MULHACEN" "Sierra de Baza" "F" 75 "Grt" "core/simple"
"1171" "MULHACEN" "Sierra de Baza" "F" 63 "Grt" "core/simple"
"1172" "MULHACEN" "Sierra de Baza" "F" 37 "Grt" "core/simple"
"1173" "MULHACEN" "Sierra de Baza" "F" 168 "Grt" "core/simple"
"1174" "MULHACEN" "Sierra de Baza" "F" 131 "Grt" "core/simple"
"1175" "MULHACEN" "Sierra de Baza" "F" 32 "Grt" "core/simple"
"1176" "MULHACEN" "Sierra de Baza" "F" 68 "Grt" "core/simple"
"1177" "MULHACEN" "Sierra de Baza" "F" 103 "Grt" "core/simple"
"1178" "MULHACEN" "Sierra de Baza" "F" 73 "Grt" "core/simple"
"1179" "MULHACEN" "Sierra de Baza" "F" 97 "Grt" "core/simple"
"1180" "MULHACEN" "Sierra de Baza" "F" 80 "Grt" "core/simple"
"1181" "MULHACEN" "Sierra de Baza" "F" 103 "Grt" "core/simple"
"1182" "MULHACEN" "Sierra de Baza" "F" 109 "Grt" "core/simple"
"1183" "MULHACEN" "Sierra de Baza" "F" 113 "Grt" "core/simple"
"1184" "MULHACEN" "Sierra de Baza" "F" 144 "Grt" "core/simple"
"1185" "MULHACEN" "Sierra de Baza" "F" 112 "Grt" "core/simple"
"1186" "MULHACEN" "Sierra de Baza" "F" 117 "Grt" "core/simple"
"1187" "MULHACEN" "Sierra de Baza" "F" 30 "Grt" "core/simple"
"1188" "MULHACEN" "Sierra de Baza" "F" 55 "Grt" "core/simple"
"1189" "MULHACEN" "Sierra de Baza" "F" 141 "Grt" "core/simple"
"1190" "MULHACEN" "Sierra de Baza" "F" 162 "Grt" "core/simple"
"1191" "MULHACEN" "Sierra de Baza" "F" 119 "Grt" "core/simple"
"1192" "MULHACEN" "Sierra de Baza" "F" 150 "Grt" "core/simple"
"1193" "MULHACEN" "Sierra de Baza" "F" 130 "Grt" "core/simple"
"1194" "MULHACEN" "Sierra de Baza" "F" 38 "Grt" "core/simple"
"1195" "MULHACEN" "Sierra de Baza" "F" 73 "Grt" "core/simple"
"1196" "MULHACEN" "Sierra de Baza" "F" 168 "Grt" "core/simple"
"1197" "MULHACEN" "Sierra de Baza" "F" 175 "Grt" "core/simple"
"1198" "MULHACEN" "Sierra de Baza" "F" 134 "Grt" "core/simple"
"1199" "MULHACEN" "Sierra de Baza" "F" 150 "Grt" "core/simple"
"1200" "MULHACEN" "Sierra de Baza" "F" 5 "Grt" "core/simple"
"1201" "MULHACEN" "Sierra de Baza" "F" 170 "Grt" "core/simple"
"1202" "MULHACEN" "Sierra de Baza" "F" 108 "Grt" "core/simple"
"1203" "MULHACEN" "Sierra de Baza" "F" 168 "Grt" "Truncation"
"1204" "MULHACEN" "Sierra de Baza" "F" 175 "Grt" "Truncation"
"1205" "MULHACEN" "Sierra de Baza" "F" 134 "Grt" "Truncation"
"1206" "MULHACEN" "Sierra de Baza" "F" 150 "Grt" "Truncation"
"1207" "MULHACEN" "Sierra de Baza" "F" 5 "Grt" "Truncation"
"1208" "MULHACEN" "Sierra de Baza" "F" 170 "Grt" "Truncation"
"1209" "MULHACEN" "Sierra de Baza" "F" 108 "Grt" "Truncation"
"1210" "MULHACEN" "Sierra de Baza" "F" 56 "Grt" "core/simple"
"1211" "MULHACEN" "Sierra de Baza" "F" 165 "Grt" "core/simple"
"1212" "MULHACEN" "Sierra de Baza" "F" 31 "Grt" "Truncation"
"1213" "MULHACEN" "Sierra de Baza" "F" 38 "Grt" "core/simple"
"1214" "MULHACEN" "Sierra de Baza" "F" 150 "Grt" "Truncation"
"1215" "MULHACEN" "Sierra de Baza" "F" 78 "Grt" "core/simple"
"1216" "MULHACEN" "Sierra de Baza" "F" 85 "Grt" "core/simple"
"1217" "MULHACEN" "Sierra de Baza" "F" 49 "Grt" "core/simple"
"1218" "MULHACEN" "Sierra de Baza" "F" 65 "Grt" "Truncation"
"1219" "MULHACEN" "Sierra de Baza" "F" 125 "Grt" "Axial plane"
"1220" "MULHACEN" "Sierra de Baza" "F" 94 "Grt" "core/simple"
"1221" "MULHACEN" "Sierra de Baza" "F" 81 "Grt" "Truncation"
"1222" "MULHACEN" "Sierra de Baza" "F" 148 "Grt" "core/simple"
"1223" "MULHACEN" "Sierra de Baza" "F" 69 "Grt" "core/simple"
"1224" "MULHACEN" "Sierra de Baza" "F" 130 "Grt" "Truncation"
"1225" "MULHACEN" "Sierra de Baza" "F" 82 "Grt" "core/simple"
"1226" "MULHACEN" "Sierra de Baza" "F" 161 "Grt" "Truncation"
"1227" "MULHACEN" "Sierra de Baza" "F" 44 "Grt" "Truncation"
"1228" "MULHACEN" "Sierra de Baza" "F" 112 "Grt" "Truncation"
"1229" "MULHACEN" "Sierra de Baza" "F" 2 "Grt" "Truncation"
"1230" "MULHACEN" "Sierra de Baza" "F" 37 "Grt" "Truncation"
"1231" "MULHACEN" "Sierra de Baza" "F" 132 "Grt" "Truncation"
"1232" "MULHACEN" "Sierra de Baza" "F" 30 "Grt" "Truncation"
"1233" "MULHACEN" "Sierra de Baza" "F" 40 "Grt" "Truncation"
"1234" "MULHACEN" "Sierra de Baza" "F" 75 "Grt" "Truncation"
"1235" "MULHACEN" "Sierra de Baza" "F" 172 "Grt" "core/simple"
"1236" "MULHACEN" "Sierra de Baza" "F" 167 "Grt" "core/simple"
"1237" "MULHACEN" "Sierra de Baza" "F" 174 "Grt" "core/simple"
"1238" "MULHACEN" "Sierra de Baza" "F" 60 "Grt" "core/simple"
"1239" "MULHACEN" "Sierra de Baza" "F" 68 "Grt" "core/simple"
"1240" "MULHACEN" "Sierra de Baza" "F" 67 "Grt" "core/simple"
"1241" "MULHACEN" "Sierra de Baza" "F" 54 "Grt" "core/simple"
"1242" "MULHACEN" "Sierra de Baza" "F" 157 "Grt" "core/simple"
"1243" "MULHACEN" "Sierra de Baza" "F" 75 "Plag" "core/simple"
"1244" "MULHACEN" "Sierra de Baza" "F" 5 "Plag" "core/simple"
"1245" "MULHACEN" "Sierra de Baza" "F" 46 "Plag" "core/simple"
"1246" "MULHACEN" "Sierra de Baza" "F" 131 "Plag" "core/simple"
"1247" "MULHACEN" "Sierra de Baza" "F" 135 "Plag" "core/simple"
"1248" "MULHACEN" "Sierra de Baza" "F" 72 "Plag" "core/simple"
"1249" "MULHACEN" "Sierra de Baza" "F" 0 "Plag" "Truncation"
"1250" "MULHACEN" "Sierra de Baza" "F" 23 "Grt" "core/simple"
"1251" "MULHACEN" "Sierra de Baza" "F" 64 "Grt" "core/simple"
"1252" "MULHACEN" "Sierra de Baza" "F" 40 "Grt" "core/simple"
"1253" "MULHACEN" "Sierra de Baza" "F" 79 "Grt" "core/simple"
"1254" "MULHACEN" "Sierra de Baza" "F" 54 "Grt" "core/simple"
"1255" "MULHACEN" "Sierra de Baza" "F" 102 "Grt" "core/simple"
"1256" "MULHACEN" "Sierra de Baza" "F" 121 "Grt" "core/simple"
"1257" "MULHACEN" "Sierra de Baza" "F" 120 "Grt" "core/simple"
"1258" "MULHACEN" "Sierra de Baza" "F" 94 "Grt" "core/simple"
"1259" "MULHACEN" "Sierra de Baza" "F" 118 "Grt" "core/simple"
"1260" "MULHACEN" "Sierra de Baza" "F" 173 "Grt" "core/simple"
"1261" "MULHACEN" "Sierra de Baza" "F" 50 "Grt" "core/simple"
"1262" "MULHACEN" "Sierra de Baza" "F" 117 "Grt" "core/simple"
"1263" "MULHACEN" "Sierra de Baza" "F" 50 "Grt" "core/simple"
"1264" "MULHACEN" "Sierra de Baza" "F" 125 "Grt" "core/simple"
"1265" "MULHACEN" "Sierra de Baza" "F" 38 "Grt" "core/simple"
"1266" "MULHACEN" "Sierra de Baza" "F" 25 "Grt" "core/simple"
"1267" "MULHACEN" "Sierra de Baza" "F" 43 "Grt" "core/simple"
"1268" "MULHACEN" "Sierra de Baza" "F" 160 "Grt" "Truncation"
"1269" "MULHACEN" "Sierra de Baza" "F" 130 "Grt" "core/simple"
"1270" "MULHACEN" "Sierra de Baza" "F" 26 "Grt" "core/simple"
"1271" "MULHACEN" "Sierra de Baza" "F" 178 "Grt" "core/simple"
"1272" "MULHACEN" "Sierra de Baza" "F" 133 "Grt" "core/simple"
"1273" "MULHACEN" "Sierra de Baza" "F" 88 "Grt" "core/simple"
"1274" "MULHACEN" "Sierra de Baza" "F" 15 "Grt" "core/simple"
"1275" "MULHACEN" "Sierra de Baza" "F" 96 "Grt" "core/simple"
"1276" "MULHACEN" "Sierra de Baza" "F" 170 "Grt" "core/simple"
"1277" "MULHACEN" "Sierra de Baza" "F" 169 "Grt" "core/simple"
"1278" "MULHACEN" "Sierra de Baza" "F" 40 "Grt" "core/simple"
"1279" "MULHACEN" "Sierra de Baza" "F" 155 "Grt" "core/simple"
"1280" "MULHACEN" "Sierra de Baza" "F" 36 "Grt" "Truncation"
"1281" "MULHACEN" "Sierra de Baza" "F" 22 "Grt" "core/simple"
"1282" "MULHACEN" "Sierra de Baza" "F" 132 "Grt" "core/simple"
"1283" "MULHACEN" "Sierra de Baza" "F" 37 "Grt" "core/simple"
"1284" "MULHACEN" "Sierra de Baza" "F" 154 "Grt" "core/simple"
"1285" "MULHACEN" "Sierra de Baza" "F" 13 "Grt" "core/simple"
"1286" "MULHACEN" "Sierra de Baza" "F" 21 "Grt" "core/simple"
"1287" "MULHACEN" "Sierra de Baza" "F" 15 "Grt" "core/simple"
"1288" "MULHACEN" "Sierra de Baza" "F" 134 "Grt" "core/simple"
"1289" "MULHACEN" "Sierra de Baza" "F" 161 "Grt" "core/simple"
"1290" "MULHACEN" "Sierra de Baza" "F" 20 "Grt" "core/simple"
"1291" "MULHACEN" "Sierra de Baza" "F" 171 "Grt" "core/simple"
"1292" "MULHACEN" "Sierra de Baza" "F" 53 "Grt" "core/simple"
"1293" "MULHACEN" "Sierra de Baza" "F" 70 "Grt" "core/simple"
"1294" "MULHACEN" "Sierra de Baza" "F" 21 "Grt" "core/simple"
"1295" "MULHACEN" "Sierra de Baza" "F" 49 "Grt" "core/simple"
"1296" "MULHACEN" "Sierra de Baza" "F" 18 "Grt" "core/simple"
"1297" "MULHACEN" "Sierra de Baza" "F" 41 "Grt" "core/simple"
"1298" "MULHACEN" "Sierra de Baza" "F" 49 "Grt" "core/simple"
"1299" "MULHACEN" "Sierra de Baza" "F" 22 "Grt" "core/simple"
"1300" "MULHACEN" "Sierra de Baza" "F" 123 "Grt" "core/simple"
"1301" "MULHACEN" "Sierra de Baza" "F" 64 "Grt" "core/simple"
"1302" "MULHACEN" "Sierra de Baza" "F" 75 "Grt" "core/simple"
"1303" "MULHACEN" "Sierra de Baza" "F" 39 "Grt" "core/simple"
"1304" "MULHACEN" "Sierra de Baza" "F" 34 "Grt" "core/simple"
"1305" "MULHACEN" "Sierra de Baza" "F" 121 "Grt" "core/simple"
"1306" "MULHACEN" "Sierra de Baza" "F" 48 "Grt" "core/simple"
"1307" "MULHACEN" "Sierra de Baza" "F" 165 "Grt" "core/simple"
"1308" "MULHACEN" "Sierra de Baza" "F" 148 "Grt" "Truncation"
"1309" "MULHACEN" "Sierra de Baza" "F" 156 "Grt" "Truncation"
"1310" "MULHACEN" "Sierra de Baza" "F" 161 "Grt" "Truncation"
"1311" "MULHACEN" "Sierra de Baza" "F" 162 "Grt" "Truncation"
"1312" "ALPUJARRIDES-W" "Fuengirola" "N" 12 "Grt" "core/simple"
"1313" "ALPUJARRIDES-W" "Fuengirola" "N" 179 "Grt" "core/simple"
"1314" "ALPUJARRIDES-W" "Fuengirola" "N" 77 "Grt" "core/simple"
"1315" "ALPUJARRIDES-W" "Fuengirola" "N" 54 "Grt" "core/simple"
"1316" "ALPUJARRIDES-W" "Fuengirola" "N" 79 "Grt" "core/simple"
"1317" "ALPUJARRIDES-W" "Fuengirola" "N" 132 "Grt" "core/simple"
"1318" "ALPUJARRIDES-W" "Fuengirola" "N" 179 "Grt" "core/simple"
"1319" "ALPUJARRIDES-W" "Fuengirola" "N" 101 "Grt" "core/simple"
"1320" "ALPUJARRIDES-W" "Fuengirola" "N" 164 "Grt" "core/simple"
"1321" "ALPUJARRIDES-W" "Fuengirola" "N" 166 "Grt" "core/simple"
"1322" "ALPUJARRIDES-W" "Fuengirola" "N" 170 "Grt" "core/simple"
"1323" "ALPUJARRIDES-W" "Jubrique" "O" 56 "Grt" "core/simple"
"1324" "ALPUJARRIDES-W" "Jubrique" "O" 61 "Grt" "core/simple"
"1325" "ALPUJARRIDES-W" "Jubrique" "O" 47 "Grt" "core/simple"
"1326" "ALPUJARRIDES-W" "Jubrique" "O" 32 "Grt" "core/simple"
"1327" "ALPUJARRIDES-W" "Jubrique" "O" 83 "Grt" "core/simple"
"1328" "ALPUJARRIDES-W" "Jubrique" "O" 71 "Grt" "core/simple"
"1329" "ALPUJARRIDES-W" "Jubrique" "O" 73 "Grt" "core/simple"
"1330" "ALPUJARRIDES-W" "Jubrique" "O" 85 "Grt" "core/simple"
"1331" "ALPUJARRIDES-W" "Jubrique" "O" 57 "Grt" "core/simple"
"1332" "ALPUJARRIDES-W" "Jubrique" "O" 58 "Grt" "core/simple"
"1333" "ALPUJARRIDES-W" "Jubrique" "O" 66 "Grt" "core/simple"
"1334" "ALPUJARRIDES-W" "Jubrique" "O" 165 "Grt" "core/simple"
"1335" "ALPUJARRIDES-W" "Jubrique" "O" 71 "Grt" "core/simple"
"1336" "ALPUJARRIDES-W" "Jubrique" "O" 74 "Grt" "core/simple"
"1337" "ALPUJARRIDES-W" "Jubrique" "O" 74 "Grt" "core/simple"
"1338" "ALPUJARRIDES-W" "Jubrique" "O" 68 "Grt" "core/simple"
"1339" "ALPUJARRIDES-W" "Jubrique" "O" 49 "Grt" "core/simple"
"1340" "ALPUJARRIDES-W" "Jubrique" "O" 60 "Grt" "core/simple"
"1341" "ALPUJARRIDES-W" "Jubrique" "O" 53 "Grt" "core/simple"
"1342" "ALPUJARRIDES-W" "Jubrique" "O" 67 "Grt" "core/simple"
"1343" "ALPUJARRIDES-W" "Jubrique" "O" 167 "Grt" "core/simple"
"1344" "ALPUJARRIDES-W" "Jubrique" "O" 67 "Grt" "core/simple"
"1345" "ALPUJARRIDES-W" "Jubrique" "O" 151 "Grt" "core/simple"
"1346" "ALPUJARRIDES-W" "Jubrique" "O" 63 "Grt" "core/simple"
"1347" "ALPUJARRIDES-W" "Jubrique" "O" 65 "Grt" "core/simple"
"1348" "ALPUJARRIDES-W" "Jubrique" "O" 33 "Grt" "core/simple"
"1349" "ALPUJARRIDES-W" "Jubrique" "O" 53 "Grt" "core/simple"
"1350" "ALPUJARRIDES-W" "Jubrique" "O" 29 "Grt" "core/simple"
"1351" "ALPUJARRIDES-W" "Jubrique" "O" 52 "Grt" "core/simple"
"1352" "VELETA" "Puerto de la Ragua" "E" 43 "Grt" "core/simple"
"1353" "VELETA" "Puerto de la Ragua" "E" 74 "Grt" "core/simple"
"1354" "VELETA" "Puerto de la Ragua" "E" 55 "Grt" "core/simple"
"1355" "VELETA" "Puerto de la Ragua" "E" 56 "Grt" "core/simple"
"1356" "VELETA" "Puerto de la Ragua" "E" 36 "Grt" "core/simple"
"1357" "VELETA" "Puerto de la Ragua" "E" 53 "Grt" "core/simple"
"1358" "VELETA" "Puerto de la Ragua" "E" 48 "Grt" "core/simple"
"1359" "VELETA" "Puerto de la Ragua" "E" 47 "Grt" "core/simple"
"1360" "VELETA" "Puerto de la Ragua" "E" 51 "Grt" "core/simple"
"1361" "VELETA" "Puerto de la Ragua" "E" 54 "Grt" "core/simple"
"1362" "VELETA" "Puerto de la Ragua" "E" 41 "Grt" "core/simple"
"1363" "VELETA" "Puerto de la Ragua" "E" 36 "Grt" "core/simple"
"1364" "VELETA" "Puerto de la Ragua" "E" 42 "Grt" "core/simple"
"1365" "VELETA" "Puerto de la Ragua" "E" 62 "Grt" "core/simple"
"1366" "VELETA" "Puerto de la Ragua" "E" 68 "Grt" "core/simple"
"1367" "VELETA" "Puerto de la Ragua" "E" 69 "Grt" "core/simple"
"1368" "VELETA" "Puerto de la Ragua" "E" 72 "Grt" "core/simple"
"1369" "VELETA" "Puerto de la Ragua" "E" 52 "Grt" "core/simple"
"1370" "VELETA" "Puerto de la Ragua" "E" 68 "Grt" "core/simple"
"1371" "VELETA" "Puerto de la Ragua" "E" 86 "Grt" "core/simple"
"1372" "VELETA" "Puerto de la Ragua" "E" 56 "Grt" "core/simple"
"1373" "VELETA" "Puerto de la Ragua" "E" 69 "Grt" "core/simple"
"1374" "VELETA" "Puerto de la Ragua" "E" 65 "Grt" "core/simple"
"1375" "VELETA" "Puerto de la Ragua" "E" 75 "Grt" "core/simple"
"1376" "VELETA" "Puerto de la Ragua" "E" 78 "Grt" "core/simple"
